0.000000000000000000e+00,0.000000000000000000e+00
-2.673315286636352539e+00,-3.917706012725830078e-02
-9.815066337585449219e+00,-1.501161158084869385e-01
-1.240740680694580078e+01,-1.869842112064361572e-01
-1.291843795776367188e+01,-1.940809190273284912e-01
-1.341605377197265625e+01,-2.008098661899566650e-01
-1.592694282531738281e+01,-2.356240749359130859e-01
-1.835630226135253906e+01,-2.679584026336669922e-01
-2.070550155639648438e+01,-2.983492612838745117e-01
-2.300118446350097656e+01,-3.286107480525970459e-01
-2.524231147766113281e+01,-3.580880761146545410e-01
-2.742662048339843750e+01,-3.864386379718780518e-01
