-1.515716648101806641e+01,-2.205734848976135254e-01
-1.515696811676025391e+01,-2.204484194517135620e-01
-1.515611648559570312e+01,-2.204477638006210327e-01
-1.515520954132080078e+01,-2.204567193984985352e-01
-1.515446281433105469e+01,-2.205104678869247437e-01
-1.515705680847167969e+01,-2.205242365598678589e-01
-1.515691280364990234e+01,-2.205894589424133301e-01
-1.515787029266357422e+01,-2.205466777086257935e-01
-1.515771961212158203e+01,-2.205401510000228882e-01
-1.515921211242675781e+01,-2.205023169517517090e-01
-1.516006851196289062e+01,-2.205215692520141602e-01
-1.516038608551025391e+01,-2.205764651298522949e-01
