-1.515729618072509766e+01,-2.205076515674591064e-01
-1.515729141235351562e+01,-2.205276489257812500e-01
-1.515736389160156250e+01,-2.205206304788589478e-01
-1.515736579895019531e+01,-2.205230742692947388e-01
-1.515742015838623047e+01,-2.205253392457962036e-01
-1.515742969512939453e+01,-2.205158621072769165e-01
-1.515744209289550781e+01,-2.205150872468948364e-01
-1.515745449066162109e+01,-2.205159217119216919e-01
-1.515751171112060547e+01,-2.205217778682708740e-01
-1.515751361846923828e+01,-2.205225825309753418e-01
-1.515752887725830078e+01,-2.205220758914947510e-01
-1.515753078460693359e+01,-2.205199152231216431e-01
