-5.158601760864257812e+00,7.651662826538085938e-01
-3.029399871826171875e+00,-6.323008537292480469e-01
-1.162825012207031250e+01,-1.780558586120605469e+00
-6.129106521606445312e+00,1.047486305236816406e+00
-1.779653167724609375e+01,-1.689081192016601562e+00
-1.404741096496582031e+01,-1.017555713653564453e+00
-1.715139770507812500e+01,3.352675437927246094e-01
-1.877235794067382812e+01,9.754664897918701172e-01
-1.818156814575195312e+01,2.528753042221069336e+00
-2.128435325622558594e+01,-5.581622123718261719e-01
-2.403314018249511719e+01,-8.567957878112792969e-01
-2.462204551696777344e+01,-1.764535427093505859e+00
